Antigüedad,Calificacion,Empresa,Pais,CodigoCliente,PuntajeOriginal,Puesto,Tema,Dispositivo
8,alta,Mediana,Chile,10012248,7,Administracion,servicios,Movil
15,alta,Mediana,Chile,10012252,7,Administracion,confiabilidad,Tableta
22,baja,Mediana,Chile,10012260,1,Administracion,confiabilidad,PC
7,alta,Mediana,Chile,10012261,8,Administracion,confiabilidad,Tableta
8,baja,Mediana,Chile,10012268,3,Administracion,velocidad,PC
12,baja,Mediana,Chile,10012279,4,Administracion,servicios,Tableta
29,baja,Mediana,Chile,10012296,1,Administracion,precio,Movil
24,baja,Mediana,Chile,10012305,5,Administracion,confiabilidad,Tableta
7,alta,Mediana,Chile,10012320,10,Administracion,servicios,PC
2,alta,Mediana,Chile,10012322,7,Administracion,precio,Tableta
11,alta,Mediana,Chile,10012326,10,Administracion,servicios,Movil
2,alta,Mediana,Chile,10012330,6,Administracion,velocidad,Tableta
14,alta,Mediana,Chile,10012334,6,Administracion,caracteristicas,PC
4,alta,Mediana,Chile,10012335,6,Administracion,caracteristicas,Tableta
13,baja,Mediana,Chile,10012336,3,Administracion,confiabilidad,Movil
6,alta,Mediana,Chile,10012338,7,Administracion,confiabilidad,Tableta
,alta,Mediana,Chile,10012340,9,Administracion,precio,PC
27,alta,Mediana,Chile,10012346,8,Administracion,servicios,Tableta
0,baja,Mediana,Chile,10012347,5,Administracion,caracteristicas,Movil
,alta,Mediana,Chile,10012356,6,Administracion,precio,Tableta
10,baja,Mediana,Chile,10012365,4,Administracion,precio,PC
38,baja,Mediana,Chile,10012366,4,Administracion,precio,Tableta
21,alta,Mediana,Chile,10012375,10,Administracion,confiabilidad,PC
5,baja,Mediana,Chile,10012383,3,Administracion,precio,Tableta
29,alta,Mediana,Chile,10012389,8,Administracion,caracteristicas,Movil
16,baja,Mediana,Chile,10012392,4,Administracion,precio,Tableta
27,alta,Mediana,Chile,10012394,6,Administracion,confiabilidad,PC
16,alta,Mediana,Chile,10012403,7,Administracion,confiabilidad,Tableta
28,baja,Mediana,Chile,10012404,4,Administracion,velocidad,Movil
32,alta,Mediana,Chile,10012405,9,Administracion,precio,Tableta
10,alta,Mediana,Chile,10012406,8,Administracion,confiabilidad,PC
10,alta,Mediana,Chile,10012408,6,Administracion,servicios,Tableta
30,alta,Mediana,Chile,10012410,10,Administracion,servicios,Movil
22,alta,Mediana,Chile,10012420,10,Administracion,servicios,Tableta
,alta,Mediana,Chile,10012422,9,Administracion,precio,PC
27,alta,Mediana,Chile,10012427,7,Administracion,caracteristicas,Tableta
10,alta,Mediana,Chile,10012429,7,Administracion,confiabilidad,Movil
11,alta,Mediana,Chile,10012431,9,Administracion,servicios,Tableta
16,baja,Mediana,Chile,10012435,3,Administracion,precio,PC
2,baja,Mediana,Chile,10012436,4,Administracion,precio,Tableta
42,baja,Mediana,Chile,10012443,2,Administracion,servicios,PC
7,baja,Mediana,Chile,10012444,4,Administracion,precio,Tableta
17,alta,Mediana,Chile,10012446,9,Administracion,velocidad,Movil
21,baja,Mediana,Chile,10012451,5,Administracion,confiabilidad,Tableta
4,alta,Mediana,Chile,10012455,7,Sistemas,navegacion,PC
7,baja,Mediana,Chile,10012465,2,Administracion,caracteristicas,Tableta
10,alta,Mediana,Chile,10012466,7,Administracion,servicios,Movil
17,baja,Mediana,Chile,10012469,5,Administracion,precio,Tableta
26,alta,Mediana,Chile,10012476,6,Administracion,soporte,PC
26,baja,Mediana,Chile,10012477,1,Administracion,caracteristicas,Tableta
10,baja,Mediana,Chile,10012483,3,Administracion,confiabilidad,Movil
3,alta,Mediana,Chile,10012487,7,Sistemas,precio,Tableta
,baja,Mediana,Chile,10012493,5,Sistemas,precio,PC
21,alta,Mediana,Chile,10012509,10,Administracion,seguridad,Tableta
7,alta,Mediana,Chile,10012517,7,Administracion,precio,Movil
10,baja,Mediana,Chile,10012518,3,Administracion,servicios,Tableta
4,baja,Mediana,Chile,10012520,4,Administracion,confiabilidad,PC
6,baja,Mediana,Chile,10012521,4,Administracion,servicios,Tableta
12,baja,Mediana,Chile,10012523,2,Administracion,uso,PC
41,alta,Mediana,Chile,10012526,9,Administracion,autonomia,Tableta
39,alta,Mediana,Chile,10012527,9,Administracion,caracteristicas,Movil
47,alta,Mediana,Chile,10012532,7,Administracion,precio,Tableta
12,alta,Mediana,Chile,10012538,8,Administracion,confiabilidad,PC
9,baja,Mediana,Chile,10012544,1,Administracion,confiabilidad,Tableta
22,alta,Mediana,Chile,10012545,9,Administracion,confiabilidad,Movil
,baja,Mediana,Chile,10012552,1,Sistemas,precio,Tableta
4,baja,Mediana,Chile,10012566,3,Administracion,precio,PC
,baja,Mediana,Chile,10012568,4,Administracion,confiabilidad,Tableta
12,baja,Mediana,Chile,10012569,5,Administracion,confiabilidad,Movil
24,baja,Mediana,Chile,10012581,4,Administracion,confiabilidad,Tableta
32,alta,Mediana,Chile,10012590,7,Administracion,precio,PC
15,baja,Mediana,Chile,10012592,4,Administracion,servicios,Tableta
,baja,Mediana,Chile,10012598,2,Administracion,confiabilidad,Movil
9,baja,Mediana,Chile,10012599,4,Administracion,servicios,Tableta
38,alta,Mediana,Chile,10012604,7,Administracion,servicios,PC
23,alta,Mediana,Chile,10012606,7,Administracion,precio,Tableta
35,baja,Mediana,Chile,10012607,2,Administracion,confiabilidad,PC
11,alta,Mediana,Chile,10012608,9,Administracion,confiabilidad,Tableta
0,alta,Mediana,Chile,10012615,8,Administracion,servicios,Movil
,baja,Mediana,Chile,10012620,3,Administracion,servicios,Tableta
11,alta,Mediana,Chile,10012623,6,Administracion,velocidad,PC
34,alta,Mediana,Chile,10012628,8,Administracion,caracteristicas,Tableta
33,baja,Mediana,Chile,10012629,3,Administracion,velocidad,Movil
19,alta,Mediana,Chile,10012630,10,Administracion,confiabilidad,Tableta
24,baja,Mediana,Chile,10012631,5,Administracion,servicios,PC
,alta,Mediana,Chile,10012646,8,Administracion,servicios,Tableta
26,alta,Mediana,Chile,10012652,10,Administracion,confiabilidad,Movil
,alta,Mediana,Chile,10012662,7,Administracion,caracteristicas,Tableta
10,alta,Mediana,Chile,10012677,9,Administracion,confiabilidad,PC
1,alta,Mediana,Chile,10012685,9,Administracion,confiabilidad,Tableta
13,baja,Mediana,Chile,10012686,3,Administracion,servicios,Movil
2,alta,Mediana,Chile,10012692,7,Administracion,caracteristicas,Tableta
22,baja,Mediana,Chile,10012697,1,Administracion,caracteristicas,PC
16,alta,Mediana,Chile,10012701,6,Administracion,caracteristicas,Tableta
22,baja,Mediana,Chile,10012702,4,Administracion,precio,PC
7,baja,Mediana,Chile,10012704,5,Administracion,confiabilidad,Tableta
22,alta,Mediana,Chile,10012714,9,Administracion,caracteristicas,Movil
49,alta,Mediana,Chile,10012717,8,Administracion,servicios,Tableta
41,alta,Mediana,Chile,10012720,6,Sistemas,precio,PC
22,alta,Mediana,Chile,10012725,8,Administracion,servicios,Tableta
22,alta,Mediana,Chile,10012733,10,Administracion,caracteristicas,Movil
6,alta,Mediana,Chile,10012735,9,Administracion,confiabilidad,Tableta
14,alta,Mediana,Chile,10012739,8,Administracion,servicios,PC
4,alta,Mediana,Chile,10012745,7,Administracion,precio,Tableta
3,baja,Mediana,Chile,10012750,4,Administracion,confiabilidad,Movil
21,baja,Mediana,Chile,10012753,3,Administracion,confiabilidad,Tableta
14,alta,Mediana,Chile,10012759,6,Administracion,servicios,PC
25,alta,Mediana,Chile,10012760,9,Administracion,confiabilidad,Tableta
20,alta,Mediana,Chile,10012765,6,Administracion,confiabilidad,Movil
23,baja,Mediana,Chile,10012776,3,Administracion,caracteristicas,Tableta
23,alta,Mediana,Chile,10012778,10,Administracion,precio,PC
24,baja,Mediana,Chile,10012779,4,Administracion,precio,Tableta
19,alta,Mediana,Chile,10012781,9,Sistemas,servicios,PC
6,alta,Mediana,Chile,10012784,6,Administracion,caracteristicas,Tableta
,alta,Mediana,Chile,10012793,7,Administracion,caracteristicas,Movil
,baja,Mediana,Chile,10012801,3,Administracion,precio,Tableta
28,baja,Mediana,Chile,10012803,3,Administracion,confiabilidad,PC
15,alta,Mediana,Chile,10012808,10,Administracion,caracteristicas,Tableta
10,baja,Mediana,Chile,10012818,5,Administracion,confiabilidad,Movil
34,baja,Mediana,Chile,10012819,1,Sistemas,precio,Tableta
0,baja,Mediana,Chile,10012820,1,Administracion,servicios,PC
1,baja,Mediana,Chile,10012823,3,Administracion,servicios,Tableta
26,alta,Mediana,Chile,10012834,10,Sistemas,confiabilidad,Movil
11,baja,Mediana,Chile,10012852,3,Administracion,precio,Tableta
14,alta,Mediana,Chile,10012882,9,Administracion,confiabilidad,PC
10,baja,Mediana,Chile,10012919,3,Administracion,precio,Tableta
20,baja,Mediana,Chile,10012923,3,Administracion,confiabilidad,Movil
3,baja,Mediana,Chile,10012934,5,Administracion,caracteristicas,Tableta
17,baja,Mediana,Chile,10012937,2,Administracion,velocidad,PC
12,alta,Mediana,Chile,10012939,8,Administracion,servicios,Tableta
24,alta,Mediana,Chile,10012947,6,Administracion,precio,PC
2,alta,Mediana,Chile,10012963,6,Administracion,servicios,Tableta
25,baja,Mediana,Chile,10012965,2,Administracion,confiabilidad,Movil
15,alta,Mediana,Chile,10012982,9,Administracion,soporte,Tableta
0,alta,Mediana,Chile,10012992,10,Administracion,confiabilidad,PC
4,baja,Mediana,Chile,10012998,1,Administracion,seguridad,Tableta
19,alta,Mediana,Chile,10013015,9,Administracion,caracteristicas,Movil
9,alta,Mediana,Chile,10013016,10,Administracion,otros,Tableta
2,alta,Mediana,Chile,10013020,7,Administracion,confiabilidad,PC
0,alta,Mediana,Chile,10013025,10,Sistemas,caracteristicas,Tableta
18,alta,Mediana,Chile,10013026,8,Administracion,caracteristicas,Movil
1,alta,Mediana,Chile,10013045,10,Administracion,precio,Tableta
38,alta,Mediana,Chile,10013049,10,Administracion,caracteristicas,PC
33,baja,Mediana,Chile,10013062,2,Administracion,servicios,Tableta
25,alta,Mediana,Chile,10013070,7,Administracion,precio,Movil
14,alta,Mediana,Chile,10013072,9,Administracion,caracteristicas,Tableta
17,baja,Mediana,Chile,10013073,2,Administracion,precio,PC
6,alta,Mediana,Chile,10013089,9,Administracion,servicios,Tableta
1,baja,Mediana,Chile,10013097,4,Administracion,confiabilidad,PC
13,alta,Mediana,Chile,10013103,8,Administracion,caracteristicas,Tableta
25,baja,Mediana,Chile,10013136,2,Administracion,precio,Movil
17,alta,Mediana,Chile,10013137,7,Publicidad,confiabilidad,Tableta
2,baja,Mediana,Chile,10013155,4,Sistemas,velocidad,PC
4,alta,Mediana,Chile,10013158,9,Administracion,precio,Tableta
0,alta,Mediana,Chile,10013159,9,Sistemas,confiabilidad,Movil
9,alta,Mediana,Chile,10013189,10,Administracion,precio,Tableta
12,alta,Mediana,Chile,10013194,7,Administracion,caracteristicas,PC
16,baja,Mediana,Chile,10013196,2,Administracion,servicios,Tableta
7,alta,Mediana,Chile,10013205,7,Administracion,servicios,Movil
2,alta,Mediana,Chile,10013206,6,Sistemas,precio,Tableta
28,baja,Mediana,Chile,10013237,3,Administracion,precio,PC
15,baja,Mediana,Chile,10013248,5,Administracion,caracteristicas,Tableta
25,baja,Mediana,Chile,10013249,2,Administracion,confiabilidad,Movil
6,baja,Mediana,Chile,10013254,2,Administracion,servicios,Tableta
1,alta,Mediana,Chile,10013258,8,Administracion,confiabilidad,PC
25,alta,Mediana,Chile,10013259,10,Administracion,confiabilidad,Tableta
26,baja,Mediana,Chile,10013260,2,Administracion,velocidad,PC
13,alta,Mediana,Chile,10013261,8,Administracion,precio,Tableta
21,alta,Mediana,Chile,10013262,10,Administracion,precio,Movil
25,alta,Mediana,Chile,10013271,8,Administracion,confiabilidad,Tableta
1,alta,Mediana,Chile,10013274,7,Administracion,caracteristicas,PC
0,baja,Mediana,Chile,10013279,1,Administracion,servicios,Tableta
16,baja,Mediana,Chile,10013296,5,Administracion,precio,Movil
24,alta,Mediana,Chile,10013309,7,Administracion,servicios,Tableta
16,alta,Mediana,Chile,10013310,6,Sistemas,confiabilidad,PC
8,baja,Mediana,Chile,10013311,2,Sistemas,caracteristicas,Tableta
9,baja,Mediana,Chile,10013316,2,Administracion,confiabilidad,Movil
5,alta,Mediana,Chile,10013321,10,Administracion,precio,Tableta
13,baja,Mediana,Chile,10013326,4,Administracion,confiabilidad,PC
27,alta,Mediana,Chile,10013333,10,Administracion,precio,Tableta
22,alta,Mediana,Chile,10013334,9,Administracion,precio,Movil
15,alta,Mediana,Chile,10013337,7,Administracion,caracteristicas,Tableta
42,alta,Mediana,Chile,10013339,7,Administracion,confiabilidad,PC
13,alta,Mediana,Chile,10013353,8,Administracion,servicios,Tableta
6,baja,Mediana,Chile,10013354,3,Administracion,soporte,PC
2,baja,Mediana,Chile,10013368,2,Sistemas,precio,Tableta
10,baja,Mediana,Chile,10013369,2,Sistemas,caracteristicas,Movil
,alta,Mediana,Chile,10013377,8,Administracion,confiabilidad,Tableta
8,baja,Mediana,Chile,10013390,2,Administracion,precio,PC
23,alta,Mediana,Chile,10013406,6,Administracion,confiabilidad,Tableta
12,alta,Mediana,Chile,10013415,8,Administracion,caracteristicas,Movil
29,alta,Mediana,Chile,10013417,8,Administracion,precio,Tableta
10,alta,Mediana,Chile,10013427,9,Sistemas,uso,PC
11,alta,Mediana,Chile,10013430,9,Administracion,servicios,Tableta
0,alta,Mediana,Chile,10013437,8,Administracion,servicios,Movil
26,baja,Mediana,Chile,10013441,3,Administracion,caracteristicas,Tableta
,baja,Mediana,Chile,10013442,5,Administracion,servicios,PC
15,baja,Mediana,Chile,10013449,5,Administracion,precio,Tableta
11,baja,Mediana,Chile,10013467,2,Administracion,caracteristicas,Movil
0,alta,Mediana,Chile,10013478,6,Administracion,precio,Tableta
25,alta,Mediana,Chile,10013482,10,Administracion,caracteristicas,PC
25,baja,Mediana,Chile,10013485,2,Administracion,servicios,Tableta
6,alta,Mediana,Chile,10013492,9,Administracion,caracteristicas,PC
1,baja,Mediana,Chile,10013494,2,Administracion,precio,Tableta
9,alta,Mediana,Chile,10013504,8,Administracion,precio,Movil
9,alta,Mediana,Chile,10013505,10,Administracion,confiabilidad,Tableta
11,alta,Mediana,Chile,10013514,8,Administracion,precio,PC
16,baja,Mediana,Chile,10013524,4,Sistemas,confiabilidad,Tableta
12,alta,Mediana,Chile,10013525,9,Administracion,caracteristicas,Movil
14,baja,Mediana,Chile,10013542,2,Administracion,caracteristicas,Tableta
9,baja,Mediana,Chile,10013550,5,Administracion,servicios,PC
22,baja,Mediana,Chile,10013576,4,Administracion,caracteristicas,Tableta
4,baja,Mediana,Chile,10013581,5,Administracion,servicios,Movil
13,baja,Mediana,Chile,10013587,2,Administracion,confiabilidad,Tableta
20,alta,Mediana,Chile,10013597,10,Administracion,precio,PC
24,baja,Mediana,Chile,10013608,5,Administracion,confiabilidad,Tableta
,baja,Mediana,Chile,10013614,2,Administracion,otros,Movil
4,alta,Mediana,Chile,10013623,7,Administracion,confiabilidad,Tableta
3,alta,Mediana,Chile,10013635,6,Administracion,servicios,PC
27,alta,Mediana,Chile,10013643,6,Administracion,confiabilidad,Tableta
34,alta,Mediana,Chile,10013646,8,Sistemas,confiabilidad,PC
34,baja,Mediana,Chile,10013679,4,Administracion,servicios,Tableta
43,alta,Mediana,Chile,10013682,8,Administracion,precio,Movil
20,baja,Mediana,Chile,10013696,1,Administracion,confiabilidad,Tableta
13,alta,Mediana,Chile,10013708,6,Administracion,seguridad,PC
28,baja,Mediana,Chile,10013713,1,Administracion,precio,Tableta
19,baja,Mediana,Chile,10013714,5,Administracion,caracteristicas,Movil
19,alta,Mediana,Chile,10013741,6,Administracion,soporte,Tableta
25,alta,Mediana,Chile,10013744,9,Administracion,caracteristicas,PC
23,baja,Mediana,Chile,10013750,4,Administracion,velocidad,Tableta
29,baja,Mediana,Chile,10013752,5,Administracion,caracteristicas,Movil
17,alta,Mediana,Chile,10013762,7,Administracion,precio,Tableta
28,alta,Mediana,Chile,10013770,9,Administracion,servicios,PC
27,baja,Mediana,Chile,10013785,1,Administracion,confiabilidad,Tableta
27,alta,Mediana,Chile,10013806,7,Administracion,servicios,Movil
11,baja,Mediana,Chile,10013816,5,Administracion,precio,Tableta
0,alta,Mediana,Chile,10013818,7,Administracion,caracteristicas,PC
26,alta,Mediana,Chile,10013842,8,Administracion,precio,Tableta
18,baja,Mediana,Chile,10013845,3,Administracion,caracteristicas,PC
11,alta,Mediana,Chile,10013853,9,Administracion,confiabilidad,Tableta
13,baja,Mediana,Chile,10013854,3,Administracion,caracteristicas,Movil
28,alta,Mediana,Chile,10013857,9,Administracion,confiabilidad,Tableta
27,baja,Mediana,Chile,10013868,3,Administracion,precio,PC
24,alta,Mediana,Chile,10013873,9,Administracion,precio,Tableta
11,baja,Mediana,Chile,10013876,5,Administracion,caracteristicas,Movil
20,baja,Mediana,Chile,10013909,5,Administracion,servicios,Tableta
14,alta,Mediana,Chile,10013924,8,Administracion,diseño,PC
22,alta,Mediana,Chile,10013932,9,Sistemas,precio,Tableta
4,baja,Mediana,Chile,10013971,1,Administracion,precio,Movil
0,alta,Mediana,Chile,10013992,8,Administracion,servicios,Tableta
26,alta,Mediana,Chile,10013993,10,Administracion,diseño,PC
23,baja,Mediana,Chile,10014015,3,Administracion,precio,Tableta
48,alta,Mediana,Chile,10014042,8,Administracion,servicios,Movil
2,baja,Mediana,Chile,10014060,2,Administracion,servicios,Tableta
14,baja,Mediana,Chile,10014062,5,Administracion,navegacion,PC
22,alta,Mediana,Chile,10014063,8,Administracion,servicios,Tableta
17,alta,Mediana,Chile,10014066,8,Administracion,navegacion,PC
10,baja,Mediana,Chile,10014071,1,Administracion,confiabilidad,Tableta
43,alta,Mediana,Chile,10014077,8,Administracion,caracteristicas,Movil
1,alta,Mediana,Chile,10014110,8,Administracion,precio,Tableta
6,baja,Mediana,Chile,10014125,4,Administracion,soporte,PC
2,baja,Mediana,Chile,10014144,4,Administracion,caracteristicas,Tableta
13,alta,Mediana,Chile,10014155,10,Administracion,caracteristicas,Movil
45,baja,Mediana,Chile,10014159,4,Administracion,precio,Tableta
8,alta,Mediana,Chile,10014160,6,Sistemas,servicios,PC
28,baja,Mediana,Chile,10014165,4,Administracion,caracteristicas,Tableta
28,alta,Mediana,Chile,10014182,9,Administracion,servicios,Movil
23,alta,Mediana,Chile,10014193,9,Administracion,precio,Tableta
2,alta,Mediana,Chile,10014198,6,Administracion,caracteristicas,PC
27,baja,Mediana,Chile,10014200,3,Administracion,caracteristicas,Tableta
11,alta,Mediana,Chile,10014220,9,Administracion,caracteristicas,Movil
6,baja,Mediana,Chile,10014230,2,Administracion,caracteristicas,Tableta
,alta,Mediana,Chile,10014233,8,Administracion,soporte,PC
46,baja,Mediana,Chile,10014240,3,Administracion,servicios,Tableta
,alta,Mediana,Chile,10014242,7,Sistemas,precio,PC
10,baja,Mediana,Chile,10014257,5,Administracion,servicios,Tableta
11,baja,Mediana,Chile,10014259,2,Administracion,servicios,Movil
,baja,Mediana,Chile,10014271,5,Administracion,confiabilidad,Tableta
41,alta,Mediana,Chile,10014272,8,Sistemas,confiabilidad,PC
34,baja,Mediana,Chile,10014274,5,Administracion,precio,Tableta
31,alta,Mediana,Chile,10014283,6,Administracion,confiabilidad,Movil
,baja,Mediana,Chile,10014300,2,Administracion,confiabilidad,Tableta
29,alta,Mediana,Chile,10014324,6,Administracion,diseño,PC
14,baja,Mediana,Chile,10014328,5,Administracion,caracteristicas,Tableta
13,alta,Mediana,Chile,10014331,8,Administracion,confiabilidad,Movil
11,alta,Mediana,Chile,10014338,9,Administracion,caracteristicas,Tableta
29,alta,Mediana,Chile,10014341,8,Administracion,caracteristicas,PC
8,alta,Mediana,Chile,10014348,7,Administracion,confiabilidad,Tableta
49,alta,Mediana,Chile,10014355,10,Administracion,precio,Movil
7,baja,Mediana,Chile,10014357,5,Sistemas,confiabilidad,Tableta
21,alta,Mediana,Chile,10014385,7,Administracion,servicios,PC
11,alta,Mediana,Chile,10014404,10,Administracion,confiabilidad,Tableta
,alta,Mediana,Chile,10014418,6,Administracion,precio,PC
2,baja,Mediana,Chile,10014428,1,Administracion,servicios,Tableta
11,baja,Mediana,Chile,10014431,4,Administracion,caracteristicas,Movil
3,baja,Mediana,Chile,10014463,4,Administracion,servicios,Tableta
9,baja,Mediana,Chile,10014467,3,Administracion,navegacion,PC
37,alta,Mediana,Chile,10014469,9,Administracion,uso,Tableta
22,baja,Mediana,Chile,10014492,3,Administracion,servicios,Movil
,baja,Mediana,Chile,10014505,4,Administracion,caracteristicas,Tableta
18,baja,Mediana,Chile,10014511,2,Administracion,precio,PC
5,baja,Mediana,Chile,10014512,1,Administracion,velocidad,Tableta
24,baja,Mediana,Chile,10014515,4,Administracion,servicios,Movil
1,baja,Mediana,Chile,10014524,3,Administracion,precio,Tableta
8,baja,Mediana,Chile,10014529,5,Administracion,velocidad,PC
3,baja,Mediana,Chile,10014537,2,Administracion,servicios,Tableta
8,alta,Mediana,Chile,10014550,8,Administracion,velocidad,Movil
28,baja,Mediana,Chile,10014554,1,Administracion,precio,Tableta
5,alta,Mediana,Chile,10014566,6,Administracion,diseño,PC
4,baja,Mediana,Chile,10014586,5,Administracion,caracteristicas,Tableta
24,baja,Mediana,Chile,10014616,2,Administracion,uso,PC
27,baja,Mediana,Chile,10014634,3,Administracion,precio,Tableta
